,House Style,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Garage Type,Garage Finish,Garage Cars,Paved Drive
1596,1Story,Gable,CompShg,MetalSd,MetalSd,BrkTil,TA,TA,No,Unf,Unf,0.0,0.0,1,0,2,1,TA,4,0,Detchd,Unf,1.0,Y
1597,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,BLQ,LwQ,1.0,0.0,1,1,3,1,TA,7,1,Attchd,Unf,2.0,Y
1598,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,0,3,1,Gd,7,0,Attchd,RFn,2.0,Y
1599,SLvl,Hip,CompShg,HdBoard,HdBoard,CBlock,TA,Gd,No,Unf,Unf,0.0,0.0,2,0,4,1,TA,8,1,Attchd,Unf,1.0,Y
1600,1.5Fin,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,Av,BLQ,Unf,0.0,0.0,2,0,5,1,TA,8,0,Attchd,Fin,1.0,Y
1601,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,0,3,1,Gd,7,0,Attchd,Fin,2.0,Y
1602,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,GLQ,Unf,1.0,0.0,2,1,4,1,Gd,8,1,BuiltIn,Fin,2.0,Y
1603,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,GLQ,Unf,0.0,0.0,2,0,2,1,Gd,5,0,Attchd,RFn,2.0,Y
1604,2Story,Hip,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,1,4,1,Gd,10,1,BuiltIn,Fin,2.0,Y
1605,2Story,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,TA,No,GLQ,Unf,2.0,0.0,4,2,6,2,TA,8,2,BuiltIn,Fin,4.0,Y
1606,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,1,3,1,Gd,6,1,Attchd,Fin,2.0,Y
1607,SLvl,Hip,CompShg,HdBoard,HdBoard,CBlock,Gd,TA,Gd,LwQ,ALQ,0.0,1.0,2,0,3,1,Gd,7,0,Attchd,RFn,1.0,Y
1608,SLvl,Hip,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,GLQ,Unf,1.0,0.0,2,1,3,1,Gd,7,1,BuiltIn,Fin,2.0,Y
1609,1Story,Hip,CompShg,HdBoard,HdBoard,CBlock,TA,TA,Mn,ALQ,BLQ,0.0,1.0,2,0,2,1,TA,6,1,Attchd,Unf,2.0,Y
1610,SLvl,Gable,CompShg,VinylSd,VinylSd,CBlock,TA,TA,No,ALQ,Unf,1.0,0.0,2,1,3,1,TA,6,1,BuiltIn,Fin,2.0,Y
1611,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,GLQ,Unf,1.0,0.0,1,0,1,1,Gd,4,0,Attchd,Fin,2.0,Y
1612,1Story,Hip,CompShg,CemntBd,CmentBd,PConc,Ex,TA,Gd,GLQ,Unf,1.0,1.0,2,0,2,1,Ex,5,1,Attchd,Fin,2.0,Y
1613,1Story,Gable,CompShg,HdBoard,HdBoard,PConc,Gd,TA,Gd,GLQ,Unf,1.0,0.0,2,0,2,1,Gd,5,1,Attchd,RFn,2.0,Y
1614,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,Gd,TA,Mn,BLQ,Unf,0.0,0.0,1,1,2,1,TA,7,1,Attchd,Unf,1.0,Y
1615,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,Rec,Unf,1.0,0.0,1,0,3,1,TA,5,0,Attchd,RFn,1.0,Y
1616,1Story,Gable,CompShg,MetalSd,MetalSd,BrkTil,Gd,TA,Av,GLQ,Unf,0.0,0.0,1,0,3,1,TA,5,0,Attchd,Unf,1.0,Y
1617,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Mn,GLQ,Unf,0.0,0.0,2,1,3,1,Gd,6,0,Attchd,RFn,2.0,Y
1618,2Story,Gable,CompShg,MetalSd,MetalSd,PConc,TA,TA,No,Unf,Unf,0.0,0.0,2,1,5,1,Gd,8,1,Attchd,RFn,2.0,Y
1619,1.5Fin,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,Unf,Unf,0.0,0.0,1,0,2,1,TA,5,0,Detchd,Unf,1.0,Y
1621,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Ex,TA,Gd,GLQ,Unf,0.0,0.0,2,0,3,1,Gd,7,1,Attchd,Fin,3.0,Y
1622,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,ALQ,Unf,1.0,0.0,1,0,3,1,Gd,6,0,2Types,RFn,2.0,Y
1623,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,No,BLQ,Rec,1.0,0.0,2,0,2,1,TA,5,0,Attchd,RFn,2.0,Y
1624,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,TA,Av,GLQ,Unf,1.0,0.0,2,0,3,1,Ex,7,1,Attchd,RFn,3.0,Y
1625,2Story,Gable,CompShg,Plywood,Plywood,CBlock,TA,TA,Gd,ALQ,Unf,1.0,0.0,3,0,3,1,TA,9,2,Attchd,RFn,2.0,Y
1626,2Story,Gable,CompShg,HdBoard,HdBoard,CBlock,Gd,TA,No,Unf,Unf,0.0,0.0,2,1,3,1,Gd,7,1,Attchd,Fin,2.0,Y
1627,1Story,Hip,CompShg,MetalSd,MetalSd,PConc,Gd,TA,No,GLQ,Unf,1.0,0.0,2,0,2,1,Gd,6,1,Attchd,Fin,2.0,Y
1628,1Story,Gable,CompShg,AsbShng,AsbShng,BrkTil,Fa,Fa,No,Unf,Unf,0.0,0.0,1,0,2,1,TA,5,1,Detchd,Unf,2.0,N
1629,1Story,Gable,CompShg,HdBoard,HdBoard,PConc,Gd,Gd,No,Unf,Unf,0.0,0.0,2,0,3,1,TA,6,1,Attchd,Fin,2.0,Y
1630,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Ex,Gd,Av,Unf,Unf,0.0,0.0,3,1,4,1,Gd,9,0,Attchd,RFn,3.0,Y
1631,1Story,Gable,CompShg,HdBoard,Wd Sdng,CBlock,TA,TA,No,GLQ,Unf,0.0,0.0,1,0,3,1,TA,6,0,Attchd,Unf,1.0,Y
1632,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,Gd,TA,No,Unf,Unf,0.0,0.0,2,0,3,1,TA,8,1,Attchd,Unf,2.0,Y
1633,1Story,Gable,CompShg,CemntBd,CmentBd,PConc,Gd,TA,Mn,Unf,Unf,0.0,0.0,2,0,2,1,Ex,6,1,Attchd,Fin,2.0,Y
1635,1Story,Gable,CompShg,VinylSd,VinylSd,CBlock,TA,TA,No,BLQ,Rec,1.0,0.0,1,0,3,1,TA,6,1,Attchd,Fin,1.0,Y
1636,1Story,Gable,CompShg,WdShing,Wd Shng,PConc,Ex,TA,Av,Unf,Unf,0.0,0.0,2,0,2,1,Gd,6,1,Attchd,Fin,3.0,Y
1637,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,TA,TA,No,Unf,Unf,0.0,0.0,1,0,3,1,TA,7,0,Detchd,Unf,1.0,Y
1638,1Story,Hip,CompShg,MetalSd,MetalSd,BrkTil,TA,TA,No,ALQ,Unf,0.0,0.0,1,0,2,1,Gd,5,0,Detchd,Unf,1.0,N
1639,1Story,Gable,CompShg,CemntBd,CmentBd,PConc,Ex,TA,Gd,Unf,Unf,0.0,0.0,2,1,3,1,Ex,8,1,Attchd,Fin,3.0,Y
1640,1.5Fin,Gable,CompShg,MetalSd,MetalSd,BrkTil,TA,TA,No,Unf,Unf,0.0,0.0,1,0,3,1,TA,6,0,Detchd,Unf,1.0,Y
1641,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,Gd,Gd,Av,Unf,Unf,0.0,0.0,2,0,3,1,Gd,7,1,Attchd,RFn,3.0,Y
1642,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,ALQ,Unf,1.0,0.0,1,1,3,1,Gd,5,0,Attchd,RFn,1.0,Y
1643,1Story,Gable,CompShg,AsbShng,AsbShng,BrkTil,Fa,TA,No,LwQ,Unf,1.0,0.0,1,0,1,1,TA,3,0,Detchd,Unf,1.0,N
1644,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,Mn,Unf,Unf,0.0,0.0,2,0,3,1,TA,8,1,Attchd,Fin,2.0,Y
1645,2Story,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,Rec,ALQ,1.0,0.0,1,1,3,1,TA,7,0,Detchd,Unf,1.0,Y
1646,SLvl,Hip,CompShg,VinylSd,VinylSd,CBlock,TA,TA,Av,GLQ,Unf,0.0,1.0,1,0,3,1,TA,6,0,Attchd,RFn,1.0,Y
1647,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,TA,No,GLQ,Unf,2.0,0.0,2,0,3,1,Ex,10,1,Attchd,Fin,3.0,Y
1648,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,Gd,TA,Mn,LwQ,Rec,0.0,0.0,2,0,3,1,Gd,5,0,Detchd,Unf,2.0,Y
1649,2Story,Gable,CompShg,HdBoard,HdBoard,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,1,3,1,TA,7,1,Attchd,Fin,2.0,Y
1650,1Story,Hip,CompShg,Plywood,Plywood,CBlock,TA,TA,No,ALQ,Unf,1.0,0.0,2,0,3,1,TA,6,1,Attchd,RFn,2.0,Y
1651,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,Unf,Unf,0.0,0.0,2,1,4,1,Gd,9,1,BuiltIn,Fin,3.0,Y
1652,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,1,3,1,Gd,8,1,Attchd,RFn,2.0,Y
1653,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,No,ALQ,LwQ,1.0,0.0,1,0,3,1,TA,6,2,Attchd,RFn,1.0,Y
1654,1Story,Hip,CompShg,HdBoard,HdBoard,CBlock,TA,TA,Mn,BLQ,Rec,1.0,0.0,1,0,3,1,Gd,5,0,Detchd,Unf,1.0,Y
1655,1Story,Hip,CompShg,MetalSd,Stucco,BrkTil,TA,TA,No,ALQ,Rec,1.0,0.0,1,0,2,1,TA,4,0,Detchd,Unf,1.0,Y
1656,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,Fa,No,LwQ,Unf,0.0,0.0,2,0,4,1,TA,7,0,Detchd,Unf,2.0,Y
1657,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Gd,GLQ,Unf,0.0,0.0,2,1,3,1,TA,7,0,Attchd,Fin,2.0,Y
1658,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,Gd,TA,No,Unf,Unf,1.0,0.0,1,1,4,1,Fa,6,0,Detchd,Unf,1.0,Y
1659,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,No,ALQ,Unf,1.0,0.0,1,0,3,1,Gd,5,1,Detchd,Unf,1.0,Y
1660,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,Av,ALQ,Unf,0.0,0.0,1,1,3,1,TA,5,1,Detchd,Unf,2.0,Y
1661,1Story,Gable,CompShg,VinylSd,VinylSd,BrkTil,TA,TA,No,Unf,Unf,0.0,0.0,1,0,2,1,TA,4,0,Detchd,Unf,1.0,P
1662,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,Unf,Unf,0.0,0.0,2,1,3,1,Gd,8,0,Attchd,RFn,2.0,Y
1663,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,No,BLQ,Unf,0.0,0.0,1,1,3,1,TA,6,0,Detchd,Unf,1.0,Y
1664,2Story,Gable,CompShg,MetalSd,MetalSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,1,3,1,TA,7,1,BuiltIn,Fin,2.0,Y
1665,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,No,LwQ,Unf,0.0,0.0,2,0,2,2,TA,7,1,Detchd,Unf,1.0,Y
1666,1Story,Hip,CompShg,Plywood,Plywood,CBlock,TA,TA,No,ALQ,LwQ,1.0,0.0,1,1,3,1,TA,5,0,Detchd,Unf,2.0,Y
1667,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,1,1,3,1,Gd,6,0,Attchd,Unf,1.0,Y
1668,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,GLQ,Unf,1.0,0.0,2,1,3,1,Gd,8,2,Attchd,RFn,2.0,Y
1669,SFoyer,Gable,CompShg,Plywood,Plywood,CBlock,Gd,TA,Av,ALQ,Unf,1.0,0.0,1,0,2,1,TA,5,1,Attchd,Unf,2.0,Y
1670,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Ex,TA,Av,GLQ,Unf,1.0,0.0,1,1,2,1,Ex,5,1,Attchd,Fin,2.0,Y
1671,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,TA,Gd,GLQ,Unf,1.0,0.0,2,1,2,1,Ex,11,2,Attchd,Fin,3.0,Y
1672,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,GLQ,Unf,1.0,0.0,1,0,3,1,Gd,6,0,Detchd,Unf,2.0,Y
1673,1Story,Gable,CompShg,HdBoard,HdBoard,PConc,Gd,TA,No,ALQ,Unf,0.0,0.0,2,0,2,1,Gd,5,0,Attchd,RFn,2.0,Y
1674,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Ex,TA,Av,Unf,Unf,0.0,0.0,2,1,4,1,Gd,9,1,BuiltIn,RFn,3.0,Y
1675,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,TA,TA,No,ALQ,Unf,0.0,0.0,1,1,2,1,Gd,6,2,Attchd,Unf,1.0,Y
1676,1Story,Hip,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,Rec,Unf,0.0,0.0,1,0,3,1,TA,6,0,Attchd,Unf,1.0,Y
1677,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,Gd,Gd,GLQ,Unf,1.0,0.0,1,0,1,1,TA,4,1,Attchd,Unf,2.0,Y
1678,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,No,LwQ,Unf,1.0,0.0,1,0,3,1,TA,6,0,Detchd,Unf,2.0,Y
1679,1Story,Hip,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,ALQ,Unf,1.0,0.0,2,0,3,1,TA,6,1,Attchd,RFn,2.0,Y
1680,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,1,3,1,Gd,6,0,Attchd,RFn,2.0,Y
1682,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,Gd,Gd,No,ALQ,BLQ,1.0,0.0,1,0,3,1,Gd,6,0,Detchd,RFn,2.0,Y
1683,1Story,Gable,CompShg,MetalSd,MetalSd,BrkTil,TA,TA,No,Unf,Unf,0.0,0.0,1,0,3,1,Ex,6,0,Detchd,Unf,1.0,N
1685,2Story,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,TA,No,GLQ,Unf,1.0,0.0,2,1,4,1,Ex,10,1,Attchd,Fin,3.0,Y
1687,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,GLQ,Unf,1.0,0.0,2,1,3,1,Gd,7,0,Attchd,RFn,2.0,Y
1688,2.5Fin,Gable,CompShg,MetalSd,MetalSd,BrkTil,Ex,TA,No,Unf,Unf,0.0,0.0,2,0,3,1,TA,11,1,Detchd,Fin,2.0,Y
1689,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkTil,TA,TA,No,Unf,Unf,0.0,0.0,1,0,2,1,Gd,5,0,Detchd,Unf,1.0,N
1690,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,GLQ,Unf,1.0,0.0,2,1,3,1,Ex,7,1,BuiltIn,RFn,2.0,Y
1691,1Story,Hip,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,Rec,Unf,0.0,0.0,1,0,2,1,TA,5,0,Attchd,Unf,1.0,Y
1692,2Story,Hip,CompShg,MetalSd,MetalSd,PConc,Ex,TA,Gd,Rec,GLQ,1.0,0.0,3,1,4,1,Ex,11,1,Attchd,RFn,3.0,Y
1693,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,PConc,TA,TA,No,ALQ,Unf,0.0,0.0,1,0,3,1,TA,5,0,Attchd,Unf,1.0,Y
1694,1.5Fin,Gable,CompShg,HdBoard,HdBoard,PConc,Fa,TA,No,Unf,Unf,0.0,0.0,1,0,4,1,TA,7,0,Detchd,Unf,2.0,Y
1695,2Story,Flat,Tar&Grv,Plywood,Plywood,CBlock,Gd,TA,No,LwQ,Rec,0.0,0.0,2,1,3,1,TA,7,1,CarPort,Unf,2.0,Y
1696,1Story,Hip,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,BLQ,Unf,1.0,0.0,1,0,3,1,Gd,7,1,Detchd,Unf,2.0,Y
1697,2Story,Gable,CompShg,MetalSd,MetalSd,PConc,Gd,TA,No,GLQ,Unf,1.0,0.0,2,1,2,1,Gd,5,0,Detchd,RFn,2.0,Y
1698,2Story,Gable,CompShg,VinylSd,VinylSd,BrkTil,TA,TA,No,Unf,Unf,0.0,1.0,1,0,3,1,TA,6,0,Detchd,Unf,1.0,Y
1699,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,GLQ,Unf,0.0,0.0,2,0,2,1,Ex,6,1,Attchd,RFn,2.0,Y
1700,2Story,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,TA,No,Unf,Unf,0.0,0.0,3,1,4,1,Ex,11,2,BuiltIn,Fin,3.0,Y
1701,1.5Fin,Gable,CompShg,BrkFace,Wd Sdng,CBlock,TA,TA,No,Unf,Unf,0.0,0.0,2,0,5,1,TA,8,1,Detchd,Unf,2.0,Y
1702,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,GLQ,Unf,1.0,0.0,2,1,3,1,Gd,6,0,Attchd,RFn,2.0,Y
1703,1Story,Gable,CompShg,MetalSd,MetalSd,PConc,Ex,TA,Mn,GLQ,Unf,1.0,0.0,2,0,3,1,Gd,7,1,Attchd,Fin,3.0,Y
1704,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Mn,GLQ,Unf,1.0,0.0,2,0,2,1,Gd,7,1,Attchd,Fin,3.0,Y
1706,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,Gd,BLQ,LwQ,1.0,0.0,1,0,2,1,TA,7,1,Attchd,RFn,2.0,Y
1707,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,TA,TA,No,Unf,Unf,0.0,0.0,1,0,2,1,Gd,5,1,Detchd,Unf,1.0,N
1708,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,GLQ,Unf,0.0,0.0,2,0,3,1,Gd,8,1,Attchd,Fin,2.0,Y
1709,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,Rec,Unf,0.0,0.0,2,0,3,1,Gd,6,0,Attchd,RFn,2.0,Y
1710,1Story,Gable,CompShg,VinylSd,VinylSd,CBlock,TA,TA,No,BLQ,Unf,1.0,0.0,1,0,3,1,Gd,5,0,Attchd,RFn,2.0,Y
1713,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,GLQ,Unf,1.0,0.0,1,0,2,1,TA,4,0,Attchd,RFn,1.0,Y
1714,1Story,Gable,CompShg,WdShing,Plywood,CBlock,TA,TA,No,ALQ,Unf,1.0,0.0,1,0,3,1,TA,5,0,Detchd,Unf,2.0,N
1715,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,GLQ,Unf,0.0,0.0,2,0,2,1,Ex,6,1,Attchd,RFn,2.0,Y
1716,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,Gd,TA,Mn,Rec,Unf,0.0,0.0,1,0,2,1,TA,4,0,Detchd,Unf,1.0,Y
1717,2Story,Gable,CompShg,HdBoard,Wd Sdng,PConc,Gd,TA,No,ALQ,Unf,1.0,0.0,2,1,3,1,TA,6,1,Attchd,Unf,2.0,P
1718,1Story,Gable,CompShg,BrkFace,Wd Sdng,CBlock,TA,TA,No,ALQ,BLQ,1.0,0.0,1,0,3,1,TA,6,0,Attchd,RFn,1.0,Y
1719,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,1,3,1,Gd,7,1,Detchd,Unf,2.0,Y
1720,1Story,Hip,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,Rec,Unf,1.0,0.0,1,0,2,1,TA,4,0,Attchd,Unf,1.0,N
1721,SLvl,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Gd,GLQ,Unf,1.0,0.0,2,0,3,1,Gd,6,1,Attchd,Fin,3.0,Y
1722,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,BLQ,Unf,1.0,0.0,1,0,2,1,Fa,4,0,Detchd,Unf,1.0,Y
1723,SLvl,Gable,CompShg,Plywood,Plywood,CBlock,TA,TA,Av,ALQ,Unf,1.0,0.0,1,0,3,1,TA,5,1,Detchd,Unf,1.0,Y
1724,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Ex,TA,Gd,GLQ,Unf,1.0,0.0,2,1,3,1,Ex,8,2,BuiltIn,Fin,3.0,Y
1725,1.5Fin,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,BLQ,Unf,1.0,0.0,1,1,3,1,TA,6,1,Attchd,Unf,1.0,Y
1726,1Story,Gable,Tar&Grv,Plywood,Plywood,CBlock,Gd,TA,Gd,BLQ,Unf,1.0,0.0,1,0,2,1,TA,6,2,Attchd,Unf,2.0,Y
1727,2Story,Hip,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,GLQ,Unf,0.0,0.0,2,1,4,1,Gd,10,1,BuiltIn,Fin,3.0,Y
1728,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,1,3,1,Gd,6,1,Attchd,Fin,2.0,Y
1729,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,No,BLQ,Rec,0.0,0.0,1,0,4,1,TA,8,3,Attchd,Unf,2.0,Y
1730,2Story,Gable,CompShg,Plywood,Brk Cmn,CBlock,Gd,TA,No,ALQ,Unf,0.0,1.0,2,1,3,1,TA,7,1,Detchd,Unf,2.0,Y
1731,1Story,Gable,CompShg,Plywood,Plywood,CBlock,Gd,TA,No,Unf,Unf,0.0,0.0,2,0,2,1,TA,5,1,Attchd,Unf,1.0,Y
1732,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Ex,TA,No,GLQ,Unf,1.0,0.0,2,1,3,1,Ex,8,1,Attchd,RFn,3.0,Y
1733,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,1,3,1,TA,7,1,Attchd,RFn,2.0,Y
1734,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,Unf,Unf,0.0,1.0,1,0,2,1,TA,4,0,Attchd,Unf,1.0,Y
1735,1Story,Gable,CompShg,Plywood,Plywood,CBlock,Gd,TA,No,LwQ,Unf,0.0,1.0,2,0,3,1,TA,7,1,Attchd,Unf,2.0,Y
1737,2Story,Gable,CompShg,HdBoard,ImStucc,PConc,Ex,TA,Gd,GLQ,Unf,1.0,0.0,2,1,3,1,Gd,9,3,Attchd,RFn,3.0,Y
1738,1Story,Hip,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,GLQ,Unf,1.0,0.0,1,0,2,1,TA,4,0,Detchd,Unf,1.0,Y
1739,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Mn,GLQ,Unf,1.0,0.0,2,1,4,1,Gd,9,1,Attchd,RFn,2.0,Y
1740,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,No,ALQ,Rec,1.0,0.0,1,0,3,1,Gd,7,1,Detchd,Fin,2.0,Y
1741,1Story,Gable,CompShg,MetalSd,MetalSd,PConc,Ex,TA,Av,GLQ,Unf,1.0,0.0,2,1,2,1,Gd,7,1,Attchd,Fin,2.0,Y
1742,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,GLQ,Unf,1.0,0.0,2,1,3,1,Gd,7,1,Attchd,Fin,2.0,Y
1743,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,BLQ,Unf,1.0,0.0,1,0,2,1,Gd,4,2,Attchd,Unf,1.0,Y
1744,2Story,Gable,CompShg,VinylSd,VinylSd,CBlock,TA,TA,No,ALQ,Unf,0.0,0.0,2,0,4,1,TA,8,1,Attchd,RFn,1.0,Y
1745,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,GLQ,Unf,0.0,0.0,2,1,4,1,Gd,8,1,BuiltIn,Fin,2.0,Y
1746,1Story,Hip,CompShg,CemntBd,CmentBd,PConc,Ex,TA,Gd,GLQ,Unf,1.0,1.0,2,0,2,1,Ex,5,1,Attchd,Fin,2.0,Y
1747,2Story,Gable,CompShg,HdBoard,HdBoard,CBlock,Fa,TA,Mn,ALQ,LwQ,0.0,0.0,2,1,4,1,TA,9,2,Attchd,Unf,2.0,Y
1748,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,GLQ,Unf,1.0,0.0,2,1,4,1,Gd,8,0,BuiltIn,RFn,2.0,Y
1749,1Story,Gable,CompShg,MetalSd,MetalSd,BrkTil,TA,Fa,No,BLQ,Rec,0.0,0.0,1,0,2,1,TA,5,0,Detchd,Unf,1.0,Y
1750,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,ALQ,Unf,0.0,0.0,2,1,3,1,TA,7,1,BuiltIn,Fin,2.0,Y
1751,1Story,Gable,CompShg,CemntBd,CmentBd,CBlock,Gd,TA,Av,ALQ,Unf,0.0,0.0,1,1,3,1,TA,5,0,Detchd,Unf,2.0,Y
1752,1.5Unf,Gable,CompShg,AsbShng,AsbShng,BrkTil,TA,TA,No,Unf,Unf,0.0,0.0,1,0,2,1,TA,5,0,Detchd,Unf,1.0,Y
1753,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,ALQ,Unf,1.0,0.0,1,1,3,1,TA,6,0,Attchd,Unf,1.0,Y
1755,2Story,Gable,CompShg,Plywood,Brk Cmn,CBlock,Gd,TA,No,ALQ,LwQ,0.0,0.0,2,1,4,1,TA,7,0,Attchd,RFn,2.0,Y
1756,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,TA,TA,No,Unf,Unf,0.0,0.0,1,0,3,1,TA,6,1,Detchd,Unf,2.0,Y
