,Heating,Heating QC,Central Air,Electrical,Utilities
1892,GasA,Fa,Y,FuseA,AllPub
1894,GasA,Ex,Y,SBrkr,AllPub
1895,GasA,Ex,Y,SBrkr,AllPub
1896,GasA,Ex,Y,SBrkr,AllPub
1897,GasA,Gd,Y,SBrkr,AllPub
1898,GasA,TA,Y,SBrkr,AllPub
1899,GasA,Gd,Y,SBrkr,AllPub
1900,GasA,Ex,Y,FuseA,AllPub
1901,GasA,Ex,Y,SBrkr,AllPub
1902,GasA,TA,N,SBrkr,AllPub
1903,GasA,Ex,Y,SBrkr,AllPub
1904,GasA,Fa,Y,FuseA,AllPub
1905,GasA,TA,Y,SBrkr,AllPub
1906,GasA,TA,Y,SBrkr,AllPub
1907,GasA,TA,Y,SBrkr,AllPub
1908,GasA,Ex,Y,SBrkr,AllPub
1909,GasA,Ex,Y,SBrkr,AllPub
1910,GasA,Ex,Y,SBrkr,AllPub
1911,GasA,Gd,N,SBrkr,AllPub
1912,GasA,Gd,Y,SBrkr,AllPub
1913,GasA,Ex,Y,SBrkr,AllPub
1914,GasA,Ex,Y,SBrkr,AllPub
1915,GasA,Po,N,FuseF,AllPub
1916,GasA,TA,Y,SBrkr,AllPub
1917,GasA,TA,Y,SBrkr,AllPub
1918,GasA,TA,Y,SBrkr,AllPub
1919,GasA,TA,Y,SBrkr,AllPub
1920,GasA,Ex,Y,SBrkr,AllPub
1921,GasA,Gd,Y,SBrkr,AllPub
1922,GasA,TA,Y,SBrkr,AllPub
1923,GasA,TA,Y,SBrkr,AllPub
1924,GasA,Ex,Y,SBrkr,AllPub
1925,GasA,Ex,Y,SBrkr,AllPub
1926,GasA,Ex,Y,SBrkr,AllPub
1928,GasA,Gd,Y,SBrkr,AllPub
1929,GasA,Ex,Y,SBrkr,AllPub
1930,GasA,Gd,Y,SBrkr,AllPub
1931,GasA,Ex,Y,SBrkr,AllPub
1932,GasA,Gd,Y,SBrkr,AllPub
1934,GasA,Ex,Y,SBrkr,AllPub
1935,GasA,Ex,Y,SBrkr,AllPub
1936,GasA,Gd,Y,SBrkr,AllPub
1937,GasA,TA,Y,SBrkr,AllPub
1938,GasA,Ex,Y,SBrkr,AllPub
1939,GasA,Ex,Y,SBrkr,AllPub
1940,GasA,Ex,Y,SBrkr,AllPub
1941,GasA,Ex,Y,SBrkr,AllPub
1942,GasA,Ex,Y,SBrkr,AllPub
1943,GasA,TA,Y,SBrkr,AllPub
1944,GasA,Ex,Y,SBrkr,AllPub
1945,GasA,TA,Y,FuseA,AllPub
1946,GasA,Gd,Y,SBrkr,AllPub
1947,GasA,Gd,Y,SBrkr,AllPub
1948,GasA,Gd,Y,SBrkr,AllPub
1949,GasA,Ex,Y,SBrkr,AllPub
1950,GasA,Ex,Y,SBrkr,AllPub
1951,GasA,Ex,Y,SBrkr,AllPub
1953,GasA,Gd,Y,SBrkr,AllPub
1954,GasA,Ex,Y,SBrkr,AllPub
1955,GasA,Ex,Y,SBrkr,AllPub
1956,GasA,TA,Y,SBrkr,AllPub
1957,GasA,Ex,Y,SBrkr,AllPub
1958,GasA,Gd,Y,SBrkr,AllPub
1959,GasA,Ex,Y,SBrkr,AllPub
1960,GasA,Ex,Y,SBrkr,AllPub
1961,GasA,Ex,Y,SBrkr,AllPub
1962,GasA,Ex,Y,SBrkr,AllPub
1963,GasA,TA,Y,SBrkr,AllPub
1964,GasA,Ex,Y,SBrkr,AllPub
1965,GasA,TA,Y,SBrkr,AllPub
1966,GasA,TA,Y,SBrkr,AllPub
1967,GasA,Ex,Y,SBrkr,AllPub
1968,GasA,Gd,Y,SBrkr,AllPub
1969,GasA,Ex,Y,SBrkr,AllPub
1970,GasA,Ex,Y,SBrkr,AllPub
1971,GasA,Ex,Y,SBrkr,AllPub
1972,GasA,Gd,Y,SBrkr,AllPub
1973,GasA,Gd,Y,SBrkr,AllPub
1974,GasA,Ex,Y,SBrkr,AllPub
1975,GasA,Gd,Y,SBrkr,AllPub
1976,GasA,Gd,Y,SBrkr,AllPub
1977,GasA,Ex,Y,SBrkr,AllPub
1978,GasA,TA,N,SBrkr,AllPub
1979,GasA,Ex,Y,SBrkr,AllPub
1980,GasA,Ex,Y,SBrkr,AllPub
1981,GasA,Gd,Y,SBrkr,AllPub
1983,GasA,Ex,Y,SBrkr,AllPub
1984,GasA,Ex,Y,SBrkr,AllPub
1985,GasA,Ex,Y,SBrkr,AllPub
1986,GasA,TA,Y,SBrkr,AllPub
1987,GasA,TA,Y,SBrkr,AllPub
1988,GasA,TA,Y,SBrkr,AllPub
1989,GasA,Ex,Y,SBrkr,AllPub
1990,GasA,Ex,Y,SBrkr,AllPub
1992,GasA,Gd,Y,SBrkr,AllPub
1993,GasA,Gd,Y,FuseF,AllPub
1994,GasA,Ex,Y,SBrkr,AllPub
1995,GasA,Gd,N,SBrkr,AllPub
1996,GasA,Po,Y,FuseF,AllPub
1998,GasA,Gd,Y,SBrkr,AllPub
1999,GasA,TA,Y,SBrkr,AllPub
2000,GasA,Ex,Y,SBrkr,AllPub
2001,GasA,Ex,Y,SBrkr,AllPub
2002,GasA,Ex,Y,SBrkr,AllPub
2003,GasA,TA,Y,SBrkr,AllPub
2004,GasA,Gd,Y,SBrkr,AllPub
2005,GasA,Gd,Y,SBrkr,AllPub
2006,GasA,TA,Y,SBrkr,AllPub
2007,GasA,TA,Y,SBrkr,AllPub
2008,GasA,Fa,Y,SBrkr,AllPub
2009,GasA,TA,Y,SBrkr,AllPub
2011,GasA,Ex,Y,SBrkr,AllPub
2012,GasA,Ex,Y,SBrkr,AllPub
2013,GasA,Ex,Y,SBrkr,AllPub
2014,GasA,Ex,Y,SBrkr,AllPub
2015,GasA,TA,Y,SBrkr,AllPub
2016,GasA,Ex,Y,SBrkr,AllPub
2017,GasA,TA,Y,SBrkr,AllPub
2018,GasA,Ex,Y,SBrkr,AllPub
2019,GasA,Ex,Y,SBrkr,AllPub
2020,GasA,Ex,Y,SBrkr,AllPub
2021,GasA,Ex,Y,SBrkr,AllPub
2022,GasA,Gd,Y,SBrkr,AllPub
2023,GasA,Ex,Y,SBrkr,AllPub
2024,GasA,TA,Y,SBrkr,AllPub
2025,GasA,Gd,Y,SBrkr,AllPub
2026,GasA,Gd,Y,SBrkr,AllPub
2028,GasA,TA,Y,SBrkr,AllPub
2029,GasA,Ex,Y,SBrkr,AllPub
2030,GasA,Gd,Y,SBrkr,AllPub
2031,GasA,Ex,Y,SBrkr,AllPub
2032,GasA,TA,Y,SBrkr,AllPub
2033,GasA,Gd,Y,SBrkr,AllPub
2034,GasA,Ex,Y,SBrkr,AllPub
2035,GasA,Ex,Y,SBrkr,AllPub
2036,GasA,Ex,Y,SBrkr,AllPub
2037,GasA,TA,Y,SBrkr,AllPub
2038,GasA,TA,Y,SBrkr,AllPub
2040,GasW,TA,Y,SBrkr,AllPub
2041,GasA,Ex,Y,SBrkr,AllPub
2043,GasA,Ex,Y,SBrkr,AllPub
2044,GasA,Ex,Y,SBrkr,AllPub
2045,GasA,Ex,Y,SBrkr,AllPub
2046,GasA,Ex,Y,SBrkr,AllPub
2047,GasA,Ex,Y,SBrkr,AllPub
2048,GasA,Gd,Y,SBrkr,AllPub
2049,GasA,TA,Y,SBrkr,AllPub
2050,GasA,Gd,Y,SBrkr,AllPub
